producto_id;pais_edicion_id;issn;eissn;pagina_inicial;pagina_final;revista;volumen;numero;tomo;doi;editorial;revista_sjr
359686;1;1850-2490;;6;7;ENLACE UNIVERSITARIO;11;27;;;UNMDP;NO INDEXADO
359689;41;0012-5377;;;;DOMUS;;1027;;;EDITORIALE DOMUS;NO INDEXADO
359690;1;2591-5444;;23;36;REVISTA DE INVESTIGACIONES DE LA UNIVERSIDAD DE MORÓN;2;;;;UNIVERSIDAD DE MORÓN;NO INDEXADO
359700;1;2310-550X;;39;59;ESTADO Y POLÍTICAS PÚBLICAS;;10;;;FLACSO;NO INDEXADO
359705;6;1390-3837;;41;62;UNIVERSITAS;XVII;29;;10.17163/uni.;REVISTA DE CIENCIAS SOCIALES Y HUMANAS DE LA UNIVERSIDAD POLITÉCNICA SALESIANA DE ECUADOR;NO INDEXADO
359718;3;0103-846X;;106;109;REVISTA BRASILEIRA DE PARASITOLOGIA VETERINÃ¡RIA;27;;;;BRAZILIAN COLL VETERINARY PARASITOLOGY;NO INDEXADO
359721;54;1642-431X;;;;REPRODUCTIVE BIOLOGY;;;;10.1016/j.repbio.2018.09.001;INST ANIMAL REPRODUCTION FOOD RESEARCH;NO INDEXADO
359722;1;;;;;PLATAFORMA DE INFORMACIÓN PARA POLÍTICAS PÚBLICAS;;;;;UNIVERSIDAD NACIONAL DE CUYO;NO INDEXADO
359723;1;0328-5545;;71;94;INTEGRACION -REVISTA DE LA FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES-UNIV;03;04;;;UNIVERSIDAD DE MORON;NO INDEXADO
359724;1;;;81;87;DERMATOLOGÍA ARGENTINA;24;;;;SOCIEDAD ARGENTINA DE DERMATOLOGÍA;NO INDEXADO
359725;1;;;4;18;CATALEJOS. REVISTA SOBRE LECTURA, FORMACIÓN DE LECTORES Y LITERATURA PARA NIÑOS;3;6;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;NO INDEXADO
359726;35;2530-1144;;1;14;REVISTA INTERNACIONAL DE TRANSPARENCIA E INTEGRIDAD;06;;;;REVISTA INTERNACIONAL DE TRANSPARENCIA E INTEGRIDAD;NO INDEXADO
359727;1;;;93;96;DERMATOLOGÍA ARGENTINA;24;;;;SOCIEDAD ARGENTINA DE DERMATOLOGÍA;NO INDEXADO
359728;35;2530-1144;;1;12;REVISTA INTERNACIONAL DE TRANSPARENCIA E INTEGRIDAD;7;;;;REVISTA INTERNACIONAL DE TRANSPARENCIA E INTEGRIDAD;NO INDEXADO
359729;35;2530-1144;;1;6;REVISTA INTERNACIONAL DE TRANSPARENCIA E INTEGRIDAD;8;;;;REVISTA INTERNACIONAL DE TRANSPARENCIA E INTEGRIDAD;NO INDEXADO
359733;21;0956-053X;;276;284;WASTE MANAGEMENT (ELMSFORD);82;;;10.1016/j.wasman.2018.10.041;PERGAMON-ELSEVIER SCIENCE LTD;NO INDEXADO
359734;1;1669-6859;;;;DOMINGUEZIA;;;;;"MUSEO DE FARMACOBOTÁNICA ""JUAN A. DOMÍNGUEZ""";NO INDEXADO
359735;1;1669-6859;;;;DOMINGUEZIA;;;;;"MUSEO DE FARMACOBOTÁNICA ""JUAN A. DOMÍNGUEZ""";NO INDEXADO
359736;1;1669-6859;;;;DOMINGUEZIA;;;;;"MUSEO DE FARMACOBOTÁNICA ""JUAN A. DOMÍNGUEZ""";NO INDEXADO
359746;21;0098-3004;;;;COMPUTERS & GEOSCIENCES;;;;10.1016/j.cageo.2018.09.004;PERGAMON-ELSEVIER SCIENCE LTD;NO INDEXADO
359747;1;0328-1035;;;;LA LEY;;;;;LA LEY ;NO INDEXADO
359751;1;1852-4109;;12;17;AMSAFE;1;1;;;AMSAFE- SANTA FE;NO INDEXADO
359754;21;2090-6544;;;;CASE REPORTS IN GENETIC;;;;;HINDAWI;NO INDEXADO
359761;1;0210-5187;;68;71;MEDICINA CUTANEA IBERO-LATINO-AMERICANA.;46;;;;MEDIAGRAPHIC;NO INDEXADO
359762;39;0214-9168;;;;CLINICA E INVESTIGACION EN ARTERIOSCLEROSIS;;;;10.1016/j.arteri.2018.08.003;ELSEVIER DOYMA;NO INDEXADO
359763;82;2386-3781;;143;156;RIBAGUA;5;2;;10.1080/23863781.2018.1525268;TAYLOR & FRANCIS;NO INDEXADO
359837;1;;;43;46;REVISTA DE TECNOLOGÍA AGROPECUARIA;10;38;;;INTA;NO INDEXADO
359838;1;1852-9798;;15;21;REVISTA INTEGRACION Y COOPERACION INTERNACIONAL ;;27;;;CENTRO DE ESTUDIOS EN RELACIONES INTERNACIONALES (CERIR) UNR;NO INDEXADO
359839;1;1851-8249;;559;571;REVISTA DE LA ASOCIACIÓN GEOLÓGICA ARGENTINA;75;4;;;ASOCIACIÓN GEOLÓGICA ARGENTINA;NO INDEXADO
359840;21;0011-2240;;47;55;CRYOBIOLOGY;85;;;10.1016/j.cryobiol.2018.10.003;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
359841;1;1669-3582;;57;71;REVISTA ELECTRONICA DE PSICOLOGIA POLITICA;16;41;;;UNIVERSIDAD NACIONAL DE SAN LUIS;NO INDEXADO
359842;82;0022-0957;;4921;4933;JOURNAL OF EXPERIMENTAL BOTANY;69;20;;10.1093/jxb/ery242;OXFORD UNIV PRESS;NO INDEXADO
359853;1;2347-064X;;107;118;ADNEA REVISTA DE ARQUITECTURA Y DISEÑO DEL NORESTE ARGENTINO;6;6;;10.30972/adn.063473;EDITORIAL FAUUNNE;NO INDEXADO
359854;41;;;150;160;PHARMACOLOGY ONLINE;3;;;;BOARD;NO INDEXADO
359855;1;2347-064X;;163;174;ADNEA REVISTA DE ARQUITECTURA Y DISEÑO DEL NORDESTE ARGENTINO;6;6;;10.30972/adn.063474;FAUUNNE;NO INDEXADO
359863;10;0797-0846;;117;120;ARQUITECTURA REVISTA DE LA SOCIEDAD DE ARQUITECTOS DEL URUGUAY;;;;;MENCIÓN CONCURSO DE IDEAS ARQUITECTÓNICAS Y URBANÍSTICAS PAYLANA;NO INDEXADO
359865;11;1316-3701;;;;REVISTA VENEZOLANA DE ESTUDIOS DE LA MUJER;;;;;CENTRO DE ESTUDIOS DE LA MUJER, UNIVERSIDAD CENTRAL DE VENEZUELA;NO INDEXADO
359871;1;1853-7677;;57;64;INTUICIÓN Y FORMACIÓN;16;1;;;INTUICIÓN Y FORMACIÓN;NO INDEXADO
359880;1;2250-4591;;26;43;+E REVISTA DE EXTENSIÓN UNIVERSITARIA;8;;;;UNIVERSIDAD NACIONAL DEL LITORAL;NO INDEXADO
359883;21;0024-4082;;136;181;ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY;184;1;;10.1093/zoolinnean/zlx103;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
359885;1;2314-2022;;31;37;ESTUDIOS CURATORIALES. TEORÍA CRÍTICA, HISTORIA;5;7;;;UNTREF;NO INDEXADO
359891;1;1852-2971;;;;DERECHO Y CIENCIAS SOCIALES;;;;;UNIVERSIDAD NACIONAL DE LA PLATA;NO INDEXADO
359893;21;;;;;FRONTIERS IN PLANT SCIENCE;9;;;10.3389/fpls.2018.01498;FRONTIERS IN PLANT SCIENCE ;NO INDEXADO
359894;4;1794-2489;;347;365;TABULA RASA;0;29;;;PONTIFICIA UNIVERSIDAD JAVERIANA ;NO INDEXADO
359895;9;2304-0335;;;;APUNTES UNIVERSITARIOS;;;;;UNIVERSIDAD PERUANA UNIÓN;NO INDEXADO
359903;1;2250-8112;;1;3;REGISTROS;14;2;;;UNMDP;NO INDEXADO
359904;3;2238-4618;;;;REVISTA DI;;;;;ZEPPELINI PUBLISHERS/REDE FILANTROPIA;NO INDEXADO
359905;1;1853-3124;;;;EL TOLDO DE ASTIER. PROPUESTAS Y ESTUDIOS SOBRE ENSEÑANZA DE LA LENGUA Y LA LITERATURA;;16;;;FACULTAD DE HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN - UNLP;NO INDEXADO
359906;3;2527-0184;;9;34;REVISTA LALCA- REVISTA LATINO AMERICANA EM AVALIAÇÃO DO CICLO DE VIDA. R. LATINO-AMER. EM AVAL. DO CICLO DE VIDA, BRASÍLIA;1;1;;;LALCA;NO INDEXADO
359911;82;0030-6053;;;;ORYX;;;;;CAMBRIDGE UNIV PRESS;NO INDEXADO
359914;1;1853-8088;;85;95;E+E ESTUDIOS DE EXTENSIÓN EN HUMANIDADES;5;6;;;SECRETARÍA DE EXTENSIÓN DE LA FFYH UNC;NO INDEXADO
359915;1;0328-3895;;175;193;REVISTA DE LA FACULTAD DE FILOSOFÍA, CIENCIAS DE LA EDUCACIÓN Y HUMANIDADES;;24;;;UNIVERSIDAD DE MORÓN;NO INDEXADO
359916;1;2250-8112;;126;140;REGISTROS;14;1;;;FADU UNMDP;NO INDEXADO
359918;1;2362-2024;;;;ANALES DEL INSTITUTO DE ARTE AMERICANO;50;1;;;FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO UNIVERSIDAD DE BUENOS AIRES;NO INDEXADO
359921;1;2451-6473;;107;111;HISTORIA DE LAS PRISIONES;;7;;;INSTITUTO DE INVESTIGACIONES HISTÓRICAS LEONI PINTO (INIHLEP) UNIVERSIDAD NACIONAL DE TUCUMÁN;NO INDEXADO
359922;5;0719-4153;;193;240;HISTORIA Y JUSTICIA;;10;;;ACTO EDITORES;NO INDEXADO
359924;5;0719-4153;;;;COLECCIONES DIGITALES;;2018;;;COLECCIONES DIGITALES, SUBDIRECCIÓN DE INVESTIGACIÓN, SERVICIO NACIONAL DEL PATRIMONIO CULTURAL;NO INDEXADO
359927;1;0325-2221;;261;286;RELACIONES;;2;;;SOCIEDAD ARGENTINA DE ANTROPOLOGÍA;NO INDEXADO
360013;1;2525-0396;;1;18;RYIIM;3;5;;; SECRETARÍA DE PLANEAMIENTO, FACULTAD DE INGENIERÍA, UNIVERSIDAD NACIONAL DE LOMAS DE ZAMORA. COEDITOR: FUNDACIÓN ATLÁNTICA ;NO INDEXADO
360015;1;2545-8930;;;;BOLETÍN DEL OBSERVATORIO DE COMERCIO INTERNACIONAL;;4;;;UNIVERSIDAD NACIONAL DE LUJAN ;NO INDEXADO
360017;10;0797-5538;;15;34;REVISTA DE CIENCIAS SOCIALES;31;43;;;DEPARTAMENTO DE SOCIOLOGÍA DE LA UNIVERSIDAD DE LA REPÚBLICA;NO INDEXADO
360018;1;2618-3935;;56;56;DIS;;1;;;CENTRO DE EDICIÓN Y DISEÑO. UNNOBA;NO INDEXADO
360022;75;;;;;JOURNAL OF ANIMAL SCIENCE AND TECHNOLOGY;60;31;;10.1186/s40781-018-0189-1;BMC;NO INDEXADO
360024;1;2346-8777;;15;16;REVISTA DEL CONSEJO INTERUNIVERSITARIO NACIONAL (CIN).;;75;;;CONSEJO INTERUNIVERSITARIO NACIONAL ;NO INDEXADO
360025;71;;;1;4;AUSTRALASIAN PLANT DISEASE NOTES;13;36;;10.1007/s13314-018-0322-5;THE AUSTRALASIAN PLANT PATHOLOGY SOCIETY;NO INDEXADO
360030;1;;;159;183;RELACIONES DE LA SOCIEDAD ARGENTINA DE ANTROPOLOGÍA;43;2;;;SOCIEDAD ARGENTINA DE ANTROPOLOGÍA;NO INDEXADO
360038;7;2594-0937;;1;16;DEBATES SOBRE INNOVACIÓN;1;1;;;UNIVERSIDAD AUTÓNOMA DE MÉXICO;NO INDEXADO
360094;21;1074-7427;;412;421;NEUROBIOLOGY OF LEARNING AND MEMORY;155;;;10.1016/j.nlm.2018.09.002;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
360095;21;0893-7648;;;;MOLECULAR NEUROBIOLOGY;;;;10.1007/s12035-018-1435-8;HUMANA PRESS INC;NO INDEXADO
360096;1;0329-6121;;;;HERRAMIENTA (BUENOS AIRES);;;;;HERRAMIENTA;NO INDEXADO
360100;1;1514-7347;;;;REVISTA EL CARDO;;;;;REVISTA EL CARDO;NO INDEXADO
360112;1;2362-3217;;;;DIARIO DPI;;;;;DIARIO DPI;NO INDEXADO
360113;1;2362-3217;;;;DIARIO DPI;;;;;DIARIO DPI;NO INDEXADO
360114;3;2526-8120;;;;REVISTA DE DIREITO ADMINISTRATIVO E INFRAESTRUTURA;;;;;THOMSON REUTERS;NO INDEXADO
360115;1;;;;;SYMPLOKE, REVISTA FILOSOFICA;;9;;;SYMPLOKE;NO INDEXADO
360123;1;1668-5180;;;;GEOGRÁFICA DIGITAL;;30;;;UNIVERSIDAD NACIONAL DEL NORDESTE;NO INDEXADO
360124;1;2347-064X;;79;87;ADNEA;06;06;;;FACULTAD DE ARQUITECTURA Y URBANISMO, UNIVERSIDAD NACIONAL DEL NORDESTE. RESISTENCIA, ARGENTINA;NO INDEXADO
360125;1;2250-4001;;;;ESTUDIOS RURALES;8;15;;;UNIVERSIDAD NACIONAL DE QUILMES;NO INDEXADO
360126;1;0328-0896;;77;86;ARQUITECNO;11;11;;;EDICIONES DEL ITDAHU;NO INDEXADO
360127;1;0328-0896;;7;14;ARQUITECNO;11;11;;;EDICIONES DEL ITDAHU;NO INDEXADO
360129;1;0325 0164;;50;58;LA ALIMENTACIÓN LATINOAMERICANA;;339;;;PUBLITEC;NO INDEXADO
360130;1;;;71;87;REVISTA DE LA FACULTAD DE FILOSOFÍA CIENCIAS DE LA EDUCACIÓN Y HUMANIDADES DE UNIVERSIDAD DE MORÓN;;24;;;UNIVERSIDAD DE MORÓN;NO INDEXADO
360131;1;1851-1201;;29;40;REVISTA INTERDISCIPLINARIA DE DOCTRINA Y JURISPRUDENCIA, DERECHO DE FAMILIA.;;87;;;ABELEDO PERROT;NO INDEXADO
360145;1;2362-5627;;51;77;DE SIGNOS Y SENTIDOS;19;;;;UNIVERSIDAD NACIONAL DEL LITORAL;NO INDEXADO
360150;75;2005-9752;;237;244;TOXICOLOGY AND ENVIRONMENTAL HEALTH SCIENCES;10;5;;10.1007/s13530-018-0371-3;KOREAN SOCIETY OF ENVIRONMENTAL RISK ASSESSMENT AND HEALTH SCIENCE;NO INDEXADO
360151;21;0018-084X;;632;635;HERPETOLOGICAL REVIEW;49;;;;SOCIETY FOR THE STUDY OF AMPHIBIANS AND REPTILES;NO INDEXADO
360171;1;2362-6321;;;;SOCIALES Y VIRTUALES;5;5;;;UNIVERSIDAD DE QUILMES;NO INDEXADO
360177;1;0327-9545;;;;BIOCELL;42;3;;;INST HISTOL EMBRIOL-CONICET;NO INDEXADO
360178;1;0326-0550;;22;22;REVISTA ARGENTINA DE PRODUCCIÓN ANIMAL;38;;;;AAPA;NO INDEXADO
360179;1;0327-9545;;;;BIOCELL;42;3;;;INST HISTOL EMBRIOL-CONICET;NO INDEXADO
360180;1;0080-2069;;78;78;REVISTA AGRONÓMICA DEL NOROESTE ARGENTINO;38;1;;;UNIVERSIDAD NACINAL DE TUCUMÁN. FACULTAD DE AGRONOMÍA Y ZOOTECNIA;NO INDEXADO
360181;1;1517-1949;;;;ECCOS REVISTA CIENTÃ­FICA;;;;;RED;NO INDEXADO
360190;1;;;194;199;INVESTIGA+;1;;;;UNIVERSIDAD PROVINCIAL DE CÓRDOBA;NO INDEXADO
360191;1;2618-4370;;194;199;INVESTIGA+;1;1;;;UNIVERSIDAD PROVINCIAL DE CÓRDOBA;NO INDEXADO
360193;11;0798-2259;;;;REVISTA CIENTÃ­FICA;;;;;UNIV ZULIA;NO INDEXADO
360221;1;1853-3027;;;;REVISTA ACREM;;;;;ACREM;NO INDEXADO
360227;21;0006-291X;;1038;1042;BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS;505;4;;10.1016/j.bbrc.2018.10.011;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
360231;1;1852?6098;;109;112;ACTA ZOOLÓGICA LILLOANA;62;;;;FUNDACIÓN MIGUEL LILLO;NO INDEXADO
360232;1;1852-6098;;114;116;ACTA ZOOLÓGICA LILLOANA;;62;;;FUNDACIÓN MIGUEL LILLO;NO INDEXADO
360233;1;1852-6098;;20;22;ACTA ZOOLÓGICA LILLOANA;;62;;;FUNDACIÓN MIGUEL LILLO;NO INDEXADO
360238;5;;;45;62;GESTIÓN DE LAS PERSONAS Y TECNOLOGÍA;11;33;;;UNIVERSIDAD DE SANTIAGO DE CHILE;NO INDEXADO
360239;1;1852-6098;;112;114;ACTA ZOOLOGICA LILLOANA;;62;;;FUNDACIÓN MIGUEL LILLO;NO INDEXADO
360240;1;1852-6098;;125;128;ACTA ZOOLOGICA LILLOANA;;62;;;FUNDACIÓN MIGUEL LILLO;NO INDEXADO
360242;5;0719-3882;;185;190;CHILEAN JOURNAL OF AGRICULTURAL & ANIMAL SCIENCES;34;;;;FACULTAD DE AGRONOMÍA, INGENIERÍA AGRÍCOLA Y CIENCIAS VETERINARIAS DEL CAMPUS CHILLÁN;NO INDEXADO
360252;1;2469-1135;;51;66;BARDA;4;6;;;UNIVERSIDAD NACIONAL DEL COMAHUE;NO INDEXADO
360254;3;;;215;237;REVISTA DE EMPREENDEDORISMO E GESTAO DE PEQUENAS EMPRESAS;7;3;;10.14211/regepe.v7i3.1243;ANEGEPE;NO INDEXADO
360262;54;1642-431X;;432;439;REPRODUCTIVE BIOLOGY;18;4;;;INST ANIMAL REPRODUCTION FOOD RESEARCH;NO INDEXADO
360265;39;0927-7765;;459;466;COLLOIDS AND SURFACES B-BIOINTERFACES;174;;;;ELSEVIER SCIENCE BV;NO INDEXADO
360269;3;2316-2600;;;;REVISTA ECOPOLITICA;;;;;PONTIFICIA UNIVERSIDAD CATÓLICA DE SAO PAULO;NO INDEXADO
360270;35;1132-3329;;;;FRAGMENTOS DE FILOSOFÍA;;;;;UNIVERSIDAD DE SEVILLA;NO INDEXADO
360271;35;1576-4184;;585;602;RES PUBLICA;21;3;;10.5209/RPUB.62444;UNIVERSIDAD DE MURCIA, ESPAÑA;NO INDEXADO
360274;1;2451-7747;;31;43;REVISTA DE DIVULGACIÓN TÉCNICA AGROPECUARIA, AGROINDUSTRIAL Y AMBIENTAL. FACULTAD DE CIENCIAS AGRARIAS. UNLZ;5;3;;;FCA- UNLZ;NO INDEXADO
360275;1;2362-2652;;19;51;CULTURAS EN RED;III;4;;;UNIRIO;NO INDEXADO
360276;6;1022-1301;;;;ARCHIVOS LATINOAMERICANOS DE PRODUCCIÃ³N ANIMAL;;;;;ALPA;NO INDEXADO
360277;1;1514-5158;;297;309;REVISTA DEL MUSEO ARGENTINO DE CIENCIAS NATURALES;20;2;;10.22179/REVMACN.20.594;SCIELO;NO INDEXADO
360278;3;0103-1104;;646;655;SAUDE EM DEBATE;42;118;;;CEBES;NO INDEXADO
360279;1;1852-4206;;54;63;REVISTA ARGENTINA DE CIENCIAS DEL COMPORTAMIENTO;10;3;;;REVISTA ARGENTINA DE CIENCIAS DEL COMPORTAMIENTO;NO INDEXADO
360280;54;0587-4246;;1126;1133;ACTA PHYSICA POLONICA A;134;6;;10.12693/APhysPolA.134.1126;POLISH ACAD SCIENCES INST PHYSICS;NO INDEXADO
360283;1;2525-0159;;;;ELEKTRON;2;;;;DEPARTAMENTO DE ELECTRÓNICA, FACULTAD DE INGENIERÍA. UNIVERSIDAD DE BUENOS AIRES ;NO INDEXADO
360286;1;0326-8373;;1;17;REVISTA UNIVERSITARIA DE GEOGRAFÍA (RUG);27;2;;;DEPARTAMENTO DE GEOGRAFÍA Y TURISMO. UNIVERSIDAD NACIONAL DEL SUR;NO INDEXADO
360289;1;1669-385X;;7;12;VISIÓN DE ENFERMERÍA ACTUALIZADA;;56;;;ADECRA;NO INDEXADO
360294;1;;;53;67;REVISTA CULTURA EN RED;III;4;;;REVISTA CULTURA EN RED;NO INDEXADO
360297;1;;;;;SOCIALES INVESTIGA;3;5;;;IAPCS - UNVM;NO INDEXADO
360376;7;2007-462x;;738;741;TAME;7;19;;;UNIVERSIDAD AUTNOMA DE NAYARIT;NO INDEXADO
360378;5;1068-2341;;;;ARCHIVOS ANALÍTICOS POLÍTICAS EDUCATIVAS;;;;;DOSSIER;NO INDEXADO
360379;1;0080-2069;;;;REVISTA AGRONÓMICA DEL NOROESTE ARGENTINO;;;;;UNIVERSIDAD NACINAL DE TUCUMÁN. FACULTAD DE AGRONOMÍA Y ZOOTECNIA;NO INDEXADO
360380;1;0080-2069;;;;REVISTA AGRONÓMICA DEL NOROESTE ARGENTINO;;;;;UNIVERSIDAD NACINAL DE TUCUMÁN. FACULTAD DE AGRONOMÍA Y ZOOTECNIA;NO INDEXADO
360381;1;2469-2107;;6;7;A&P PERIÓDICO;;7;;;FACULTAD DE ARQUITECTURA, PLANEMIENTO Y DISEÑO. UNR;NO INDEXADO
360382;1;0080-2069;;;;REVISTA AGRONÓMICA DEL NOROESTE ARGENTINO;;;;;UNIVERSIDAD NACINAL DE TUCUMÁN. FACULTAD DE AGRONOMÍA Y ZOOTECNIA;NO INDEXADO
360383;1;0080-2069;;;;REVISTA AGRONÓMICA DEL NOROESTE ARGENTINO;;;;;UNIVERSIDAD NACINAL DE TUCUMÁN. FACULTAD DE AGRONOMÍA Y ZOOTECNIA;NO INDEXADO
360385;1;1853-6077;;;;ENTREVISTAS;;;;;INSTITUTO SUPERIOR NUESTRA SEÑORA DEL CARMEN;NO INDEXADO
360389;1;2618-2734;;1;8;REVISTA CIENTÍFICA FAV-UNRC: AB INTUS;1;1;;;FACULTAD DE AGRONOMÍA Y VETERINARIA - UNRC - ARGENTINA;NO INDEXADO
360390;1;1666-6933;;188;198;REVISTA TECNOLOGÍA Y CIENCIA;;31;;;SECRETARÍA DE CIENCIA, TECNOLOGÍA Y POSGRADO DE LA UNIVERSIDAD TECNOLÓGICA NACIONAL;NO INDEXADO
360395;71;1835-2693;;1899;1901;AUSTRALIAN JOURNAL OF CROP SCIENCE;12;;;;SOUTHERN CROSS PUBL;NO INDEXADO
360396;1;1666-7719;;7;10;REVISTA FAVE - CIENCIAS AGRARIAS;17;;;;UNL EDICIONES;NO INDEXADO
360402;71;1835-2693;;1899;1901;AUSTRALIAN JOURNAL OF CROP SCIENCE;12;;;;SOUTHERN CROSS PUBL;NO INDEXADO
360403;1;1666-7719;;7;10;REVISTA FAVE - CIENCIAS AGRARIAS;17;;;;UNL EDICIONES;NO INDEXADO
360446;1;1666-7719;;;;REVISTA FAVE;;;;;UNLEDICIONES;NO INDEXADO
360447;1;1666-7719;;;;REVISTA FAVE;;;;;UNLEDICIONES;NO INDEXADO
360451;1;;;13;19;TEMAS DE ANTROPOLOGÍA Y MIGRACIÓN;;10;;;FACULTAD DE FILOSOFÍA Y LETRAS, UNIVERSIDAD DE BUENOS AIRES;NO INDEXADO
360452;1;1668-0030;;251;254;REVISTA IBEROAMERICANA DE CIENCIA, TECNOLOGÍA Y SOCIEDAD - CTS;13;39;;;ORGANIZACIÓN DE ESTADOS IBEROAMERICANOS PARA LA EDUCACIÓN, LA CIENCIA Y LA CULTURA (OEI) Y CENTRO DE ESTUDIOS SOBRE CIENCIA, DESARROLLO Y EDUCACIÓN SUPERIOR - REDES (ARGENTINA);NO INDEXADO
360454;1;1852-4516;;;;INFORME CIENTIFICO TECNICO;;;;;ICT - UNPA;NO INDEXADO
360455;570;2349-0837;;1498;1512;JOURNAL OF ADVANCES IN AGRICULTURE;8;;;10.24297/jaa.v9i0.7906;CIRWORLD;NO INDEXADO
360457;35;0004-0614;;1;5;ARCHIVOS ESPANOLES DE UROLOGIA.;71;;;;SOCIEDAD DE  UROLOGÍA DE ESPAÑA;NO INDEXADO
360458;35;0004-0614;;480;485;ARCHIVOS ESPANOLES DE UROLOGIA.;71;;;;SOCIEDAD DE UROLOGÍA DE ESPAÑA;NO INDEXADO
360459;1;0327-3326;;50;54;REVISTA ARGENTINA DE UROLOGIA (1990);83;;;;SOCIEDAD ARGENTINA DE UROLOGÍA;NO INDEXADO
360460;54;2080-4806;;386;390;CENTRAL EUROPEAN JOURNAL OF UROLOGY (CEJU);71;;;;POLISH UROLOGICAL ASSOCIATION;NO INDEXADO
360461;3;1677-5538;;348;354;INTERNATIONAL BRAZILIAN JOURNAL OF UROLOGY;44;;;;BRAZILIAN SOCIETY OF UROLOGY ? SBU;NO INDEXADO
360462;1;0327-3326;;55;59;REVISTA ARGENTINA DE UROLOGIA (1990);83;;;;SOCIEDAD ARGENTINA DE UROLOGÍA;NO INDEXADO
360463;35;0004-0614;;531;536;ARCHIVOS ESPANOLES DE UROLOGIA.;71;;;;SOCIEDAD ESPAÑOLA DE UROLOGÍA;NO INDEXADO
360466;1;0080-2069;;162;162;REVISTA AGRONÓMICA DEL NOROESTE ARGENTINO;38;1;;;UNIVERSIDAD NACINAL DE TUCUMÁN. FACULTAD DE AGRONOMÍA Y ZOOTECNIA;NO INDEXADO
360471;7;1870-3453;;1107;1114;REVISTA MEXICANA DE BIODIVERSIDAD;89;4;;;INST BIOLOGIA;NO INDEXADO
360554;4;;;16;31;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;942;;;;123;NO INDEXADO
360557;1;;;1;29;REVISTA DE ESTUDIOS MARÍTIMOS Y SOCIALES;122;14;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA, ARGENTINA;NO INDEXADO
360563;1;1666-017X;;21;30;REVISTA ARGENTINA DE AGROMETEOROLOGIA;IX;1;;;ASOCIACIÓN ARGENTINA DE AGROMETEOROLOGÍA;NO INDEXADO
360575;82;0266-8254;;614;619;LETTERS IN APPLIED MICROBIOLOGY;67;6;;10.1111/lam.13076;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
360577;1;2451-7631;;99;99;UNNOBA;1;;;;UNNOBA;NO INDEXADO
360578;1;2451-7631;;100;100;UNNOBA;1;;;;UNNOBA;NO INDEXADO
360585;6;1390-1079;;429;431;CHASQUI. REVISTA LATINOAMERICANA DE COMUNICACIÓN;;138;;10.16921/chasqui.v0i138.3800;CIESPAL;NO INDEXADO
360589;1;;;;;ASOCIACIÓN ARGENTINA DE LA CIENCIA DEL SUELO;1;;;;ASOCIACIÓN ARGENTINA DE LA CIENCIA DEL SUELO;NO INDEXADO
360590;1;1850-0633;;1;8;CONGRESO NACIONAL MAÍZ;1;;;;CONGRESO NACIONAL MAÍZ;NO INDEXADO
360594;9;2410-6127;;175;194;LIMAQ;1;4;;10.26439/limaq2018.n004.2639	;UNIVERSIDAD DE LIMA;NO INDEXADO
360596;1;1850-0633;;;;CONGRESO MUNDIAL DE ALFALFA;;;;;CONGRESO MUNDIAL DE ALFALFA;NO INDEXADO
360598;1;0326-0550;;205;205;REVISTA ARGENTINA DE PRODUCCIÓN ANIMAL;38;;;;REVISTA ARGENTINA DE PRODUCCIÓN ANIMAL;NO INDEXADO
360617;1;;;175;201;TRAVESIA. REVISTA DE HISTORIA ECONÓMICA Y SOCIAL;20;2;;;UNIVERSIDAD NACIONAL DE TUCUMÁN  FACULTAD DE CIENCIAS ECONÓMICAS;NO INDEXADO
360618;1;1851-3123;;49;62;REVISTA PILQUEN. SECCIÓN CIENCIAS SOCIALES;21;4;;;CENTRO UNIVERSITARIO REGIONAL ZONA ATLÁNTICA UNIVERSIDAD NACIONAL DEL COMAHUE;NO INDEXADO
360765;21;0098-1354;;654;669;COMPUTERS AND CHEMICAL ENGINEERING;121;2;;;PERGAMON-ELSEVIER SCIENCE LTD;NO INDEXADO
360766;1;1853-9378;;40;45;ANXIA;24;;;;ASOCIACIÓN ARGENTINA DE TRASTORNOS DE ANSIEDAD;NO INDEXADO
360767;39;1007-5704;;1;15;COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION;72;;;10.1016/j.cnsns.2018.12.004;ELSEVIER SCIENCE BV;NO INDEXADO
360769;1;2525-1201;;;;TRES ARTÍCULOS;;;;;CEDEOP-FCE UBA;NO INDEXADO
